path,label,event
demo/output/skaterA_001/keypoints.npz,1
demo/output/skaterA_002/keypoints.npz,1    
demo/output/skaterA_003/keypoints.npz,1
demo/output/skaterA_004/keypoints.npz,1
demo/output/skaterA_005/keypoints.npz,1
demo/output/skaterA_006/keypoints.npz,1
demo/output/skaterA_007/keypoints.npz,1
demo/output/skaterA_008/keypoints.npz,1
demo/output/skaterA_009/keypoints.npz,1
demo/output/skaterA_010/keypoints.npz,1
demo/output/skaterA_011/keypoints.npz,1
demo/output/skaterA_012/keypoints.npz,1
demo/output/skaterA_013/keypoints.npz,1
demo/output/skaterA_014/keypoints.npz,1
demo/output/skaterA_015/keypoints.npz,1
demo/output/skaterA_016/keypoints.npz,1
demo/output/skaterA_017/keypoints.npz,1
demo/output/skaterA_018/keypoints.npz,1
demo/output/skaterA_019/keypoints.npz,1
demo/output/skaterA_020/keypoints.npz,1
demo/output/skaterA_021/keypoints.npz,1
demo/output/skaterA_022/keypoints.npz,1
demo/output/skaterA_023/keypoints.npz,1
demo/output/skaterA_024/keypoints.npz,1
demo/output/skaterA_025/keypoints.npz,1
demo/output/skaterA_026/keypoints.npz,1
demo/output/skaterA_027/keypoints.npz,1
demo/output/skaterA_028/keypoints.npz,1
demo/output/skaterA_029/keypoints.npz,1
demo/output/skaterB_001/keypoints.npz,1
demo/output/skaterB_002/keypoints.npz,1
demo/output/skaterB_003/keypoints.npz,1
demo/output/skaterB_004/keypoints.npz,1
demo/output/skaterB_005/keypoints.npz,1
demo/output/skaterB_006/keypoints.npz,1
demo/output/skaterB_007/keypoints.npz,1
demo/output/skaterB_008/keypoints.npz,1
demo/output/skaterB_009/keypoints.npz,1
demo/output/skaterB_010/keypoints.npz,1
demo/output/skaterB_011/keypoints.npz,1
demo/output/skaterB_012/keypoints.npz,1
demo/output/skaterB_013/keypoints.npz,1
demo/output/skaterB_014/keypoints.npz,1
demo/output/skaterB_015/keypoints.npz,1
demo/output/skaterB_016/keypoints.npz,1
demo/output/skaterB_017/keypoints.npz,1
demo/output/skaterB_018/keypoints.npz,1
demo/output/skaterB_019/keypoints.npz,1
demo/output/skaterB_020/keypoints.npz,0
demo/output/skaterB_021/keypoints.npz,0
demo/output/skaterB_022/keypoints.npz,0
demo/output/skaterB_023/keypoints.npz,0
